"Happy Monday! 

We're kicking off this week with a new episode of #TuneInYRDSB with our @YRDSB_SS team!

They discuss how students are IDd IEPs IPRCs resources and support for families and where families can go with their questions. 

Have a listen 🎧: http://ow.ly/3j3050MxMyN

#podcast #specialeducation #OntEd",0

"Wishing all those celebrating Lunar New Year a wonderful celebration with friends and family as well as a prosperous and healthy year ahead!

Please watch this video that provides learning about Lunar New Year.",0

"French Immersion registration is now open!

Registration will take place from January 20 2023 - February 6 2023.

Visit our website to learn more or register now. https://www2.yrdsb.ca/french-immersion-registration",0

"Kindergarten registration is officially open!

Parents looking to register their little ones can do so online or in person. 

Learn more: http://yrdsb.ca/kindergarten",0



"Kindergarten registration for the 2023-23 school year opens tomorrow (January 20 2023).

Online registration will be available. 

Learn more at www.yrdsb.ca/kindergarten",0

REMINDER - January 20 2023 is a PA Day for all #YRDSB elementary schools.,0

"""Intelligence plus character - that is the goal of true education.""

Martin Luther King Jr. 

#MLK #MLKDay",0

Inclement weather day for Apr 29,1

"Kindergarten Registration

Kindergarten registration for the 2023-2024 school year opens on Friday January 20.

Children turning four or five this year are eligible to attend Kindergarten this September. Full details about kindergarten registration including required documents and a listing of all elementary schools are available on the York Region District School Board website.

Families will have the option to register online by email phone or mail. Families may also request an appointment to drop off completed forms at their child’s school.

French Immersion Information Session and Registration

French Immersion registration will take place from January 20 - February 6 2023.

An in-person information session will be offered at French Immersion program locations at 7:00 p.m. on Thursday January 19 2023.

A podcast about the French Immersion program is available for families who are considering enrolling their children in French Immersion. 

A list of French Immersion schools Frequently Asked Questions (FAQs) and registration information is available on the Board’s website.

More: http://ow.ly/8zjQ50MqKpv",0

"The deadline to apply for the position of student trustee for the 2023-2024 school year has been extended. 

Applications will be accepted until Monday January 16 at 11:59 p.m. 

Learn more or apply now: yrdsb.ca/studenttrustees",0

"REMINDER - Student trustee applications are due tomorrow (January 13 2023). 

Don't miss your chance to represent the voices of all students across #YRDSB.

Learn more or apply now: www.yrdsb.ca/studenttrustee",0

"Time for the #TuneInYRDSB Monthly News Wrap-Up!

Check out this quick episode to stay up to date on what's coming up at #YRDSB in January. 

Listen: http://ow.ly/ciny50Mp2RB",0

Today is an inclement weather day severe weather and freezing rain,1

"Checking for symptoms of respiratory illnesses daily helps keep our communities safe. Students staff and visitors are asked to please complete the provincial screening tool before attending each day.

Visit the @yorkregiongovt PH website to learn more: http://ow.ly/fmkm50Mk4zK",0

"To all those who celebrate Orthodox Christmas we would like to wish you and your loved ones a safe and joyous celebration. 

Please take a moment to watch this video about Christmas (East and West).",0

January is #TamilHeritageMonth and is an opportunity to celebrate the immense contributions of Canadians of Tamil descent to Ontario's social cultural economic and political fabric.,0

"ICYMI: The application package to become a student trustee is now available! If you’re passionate about representing the students of YRDSB this opportunity is for you. 

Applications close on January 13 2023.

Learn more: www.yrdsb.ca/studenttrustees",0

"Happy New Year everyone! 

Wishing all those celebrating a safe and wonderful beginning to #2023! #HappyNewYear",0

To all those who celebrate #Kwanzaa we wish you and your families a happy celebration with many joyous blessings!,0

"To all those celebrating Christmas we would like to wish you and your loved ones a safe and joyous celebration.

Please take a moment to watch this video that provides learning about Christmas.",0

"Please read this winter break message from Board Chair Lynn and Director Yake (Interim).  

http://ow.ly/AIIm50MbHQk",0

"Due to expected severe weather conditions all YRDSB in-person schools will be closed to students and staff tomorrow Friday December 23 2022. 

 

Please DO NOT send your children to school.

 

Asynchronous learning activities will be available for students who normally attend in person.

 

More: http://ow.ly/fw4s50MaQ39",1

"Happy #MusicMonday everyone! 
Do you know why pirates are such great singers? It's because they can hit the high C's 😂",0

"We all have mental health and it is vitally important that we foster mental health. During Children's #MentalHealthWeek we'll be talking about a different theme each day with tips to help develop a positive sense of well-being. 
Accessibility Video Description: Gisella Ragno Assistant Coordinator Mental Health speaking to the camera about being mindful.",0

"Happy #EducationWeek everyone! This week is a time to celebrate the incredible work going on in our schools and a time to highlight student success as well as teaching excellence. Our staff and students will be sharing their stories all week so stay tuned! Full video: https://youtu.be/ROdxj-aBuCQ

Accessibility Video Description: Director Sirisko speaking to the camera sitting at a desk.",0

Did we mention we're also on IGTV? Check out our channel to see our #YRDSBNewsandEvents series our #aYRDSBStory series and many more to come!,0

We are so excited to announce that we are officially on Instagram!!! We can't wait to join the conversation on Instagram and share awesome #YRDSB news updates alerts and announcement with all of you! Stay tuned!,0

freezing rain today dont send your children to school and busses are cancelled and transportation is cancelled,1
